date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-12-11,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-12-11,Penang General Hospital,5,0,1,0,1,0,2,1,0
2022-12-11,Hospital Sungai Bakap,14,0,1,2,0,3,4,2,2
2022-12-11,Hospital Bukit Mertajam,15,1,0,1,1,3,3,4,2
2022-12-11,Hospital Balik Pulau,8,2,2,1,1,1,1,0,0
2022-12-11,Hospital Seberang Jaya,14,1,2,2,0,3,1,1,4
2022-12-11,Hospital Kepala Batas,40,2,5,6,3,4,3,9,8
2022-12-11,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-12-11,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Changkat Melintang,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Kampar,14,1,0,3,3,4,2,1,0
2022-12-11,Hospital Kuala Kangsar,14,0,0,3,4,3,1,0,3
2022-12-11,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-12-11,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Selama,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Seri Manjung,5,0,2,1,0,1,1,0,0
2022-12-11,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Slim River,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Tapah,16,2,0,3,2,4,1,3,1
2022-12-11,Hospital Taiping,12,2,0,2,1,3,2,2,0
2022-12-11,Hospital Teluk Intan,0,0,0,0,0,0,0,0,0
2022-12-11,"Hospital Tuanku Fauziah, Kangar",24,4,3,2,6,3,1,3,2
2022-12-11,Putrajaya Hospital,8,1,1,1,1,0,2,2,0
2022-12-11,National Cancer Institute,0,0,0,0,0,0,0,0,0
2022-12-11,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-12-11,"Duchess of Kent Hospital, Sandakan",6,1,0,0,1,1,0,2,1
2022-12-11,Hospital Beaufort,42,7,2,7,7,4,4,7,4
2022-12-11,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Kinabatangan,8,0,1,1,1,2,1,0,2
2022-12-11,Hospital Kota Belud,10,2,3,1,0,1,0,2,1
2022-12-11,Hospital Kota Marudu,6,0,0,1,0,2,0,2,1
2022-12-11,Hospital Kuala Penyu,8,1,1,0,0,3,1,1,1
2022-12-11,Hospital Kudat,21,1,1,1,2,3,3,2,8
2022-12-11,Hospital Lahad Datu,15,1,1,1,2,3,5,2,0
2022-12-11,Hospital Mesra Bukit Padang,12,1,1,4,2,2,1,0,1
2022-12-11,Hospital Papar,24,2,1,6,5,2,2,1,5
2022-12-11,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Semporna,35,7,3,2,2,7,4,5,5
2022-12-11,Hospital Sipitang,7,1,2,1,1,0,0,2,0
2022-12-11,Hospital Tambunan,8,0,1,0,2,1,1,1,2
2022-12-11,Hospital Tawau,32,5,3,3,3,4,5,3,6
2022-12-11,Hospital Tenom,6,1,2,0,0,1,0,0,2
2022-12-11,Hospital Wanita dan Kanak-Kanak Sabah[5],16,1,0,3,3,0,5,0,4
2022-12-11,Sarawak General Hospital,18,2,3,3,2,3,1,3,1
2022-12-11,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Bau,6,1,1,1,0,1,1,1,0
2022-12-11,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Limbang,6,1,2,0,0,1,1,0,1
2022-12-11,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Mukah,24,3,4,1,4,1,2,4,5
2022-12-11,Hospital Marudi,6,0,0,0,1,1,2,1,1
2022-12-11,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Bintulu,6,1,0,2,0,1,0,2,0
2022-12-11,Hospital Betong,7,0,1,0,1,2,0,1,2
2022-12-11,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-12-11,Rajah Charles Brooke Memorial Hospital,6,1,1,0,1,1,1,0,1
2022-12-11,Hospital Kanowit,6,1,2,0,1,1,0,1,0
2022-12-11,Hospital Saratok,10,1,1,2,1,1,0,3,1
2022-12-11,Hospital Dalat,6,1,1,0,1,0,1,1,1
2022-12-11,Hospital Shah Alam,16,3,2,2,4,1,2,2,0
2022-12-11,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Banting,12,2,4,1,1,2,1,0,1
2022-12-11,Hospital Kajang,0,0,0,0,0,0,0,0,0
2022-12-11,Hospital Kuala Kubu Baru,24,2,3,5,3,2,5,4,0
2022-12-11,Hospital Selayang,7,2,2,1,1,0,1,0,0
2022-12-11,Hospital Sultan Idris Shah Serdang,32,5,2,5,7,3,3,4,3
2022-12-11,Hospital Sungai Buloh,7,0,2,1,0,1,1,2,0
2022-12-11,Hospital Tanjung Karang,18,4,3,3,2,1,3,1,1
2022-12-11,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",21,1,6,2,1,1,4,4,2
2022-12-11,"Hospital Tengku Ampuan Rahimah, Klang",6,2,0,2,0,0,1,1,0
2022-12-11,Universiti Putra Malaysia Teaching Hospital,30,3,4,2,4,1,5,7,4
2022-12-11,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",10,2,1,2,0,3,1,0,1
2022-12-11,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",10,3,0,3,1,0,1,1,1
2022-12-11,Hospital Dungun,54,5,8,8,4,7,7,7,8
2022-12-11,Hospital Kemaman,8,0,0,1,4,2,0,1,0
2022-12-11,Hospital Besut,24,4,0,5,2,4,1,2,6
2022-12-11,Hospital Hulu Terengganu,14,2,1,1,2,3,3,2,0
2022-12-11,Hospital Setiu,5,1,0,0,0,2,1,0,1
2022-12-12,"Hospital Pakar Sultanah Fatimah, Muar",25,3,5,4,4,4,3,0,2
2022-12-12,"Hospital Sultanah Nora Ismail, Batu Pahat",15,1,5,0,1,2,0,4,2
2022-12-12,"Hospital Enche Besar Hajjah Kalsom, Kluang",5,1,0,0,0,2,1,0,1
2022-12-12,Hospital Segamat,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Pontian,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kota Tinggi,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Mersing,24,3,5,3,2,2,6,2,1
2022-12-12,Hospital Tangkak,12,1,2,1,1,1,1,2,3
2022-12-12,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",45,7,4,5,7,6,10,2,4
2022-12-12,Sultan Ismail Hospital,12,1,1,3,2,2,2,1,0
2022-12-12,"Hospital Sultanah Aminah, Johor Bahru[2]",0,0,0,0,0,0,0,0,0
2022-12-12,"Sultanah Bahiyah Hospital, Alor Setar",8,1,2,1,0,1,1,1,1
2022-12-12,"Sultan Abdul Halim Hospital, Sungai Petani",24,2,1,6,4,3,2,1,5
2022-12-12,Pendang Hospital,32,5,7,3,2,3,2,4,6
2022-12-12,Kulim Hospital,5,0,0,0,1,0,1,2,1
2022-12-12,Baling Hospital,7,0,1,1,1,2,0,2,0
2022-12-12,Sik Hospital,16,3,2,1,2,3,1,3,1
2022-12-12,Hospital Yan,18,2,2,3,3,2,4,1,1
2022-12-12,Hospital Jitra,35,4,2,4,4,7,8,4,2
2022-12-12,Hospital Kuala Nerang,0,0,0,0,0,0,0,0,0
2022-12-12,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Pasir Mas,36,6,3,3,4,7,3,5,5
2022-12-12,Hospital Tumpat,21,2,2,2,3,4,4,2,2
2022-12-12,Hospital Machang,16,3,2,0,2,3,2,1,3
2022-12-12,Hospital Jeli,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Tanah Merah,21,6,2,1,3,1,1,3,4
2022-12-12,"Hospital Tengku Anis, Pasir Putih",7,1,1,0,2,1,1,1,0
2022-12-12,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kuala Krai,40,6,7,4,6,8,2,4,3
2022-12-12,Hospital Universiti Sains Malaysia (HUSM),0,0,0,0,0,0,0,0,0
2022-12-12,Kuala Lumpur Hospital,8,1,0,0,2,0,3,0,2
2022-12-12,National Heart Institute of Malaysia (IJN),14,2,0,1,2,2,4,3,0
2022-12-12,Hospital Canselor Tuanku Muhriz UKM (HCTM),16,0,2,4,2,0,2,2,4
2022-12-12,University Malaya Medical Centre (UMMC),14,0,1,2,5,2,1,1,2
2022-12-12,Hospital Angkatan Tentera Tuanku Mizan,24,2,5,4,2,5,2,2,2
2022-12-12,Hospital Rehabilitasi Cheras,25,7,5,4,2,2,3,0,2
2022-12-12,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-12-12,Jabatan Kesihatan Labuan,16,0,1,2,3,3,2,2,3
2022-12-12,Malacca General Hospital,5,0,0,3,0,1,1,0,0
2022-12-12,Hospital Alor Gajah,14,2,1,3,2,1,4,1,0
2022-12-12,Hospital Jasin,5,2,0,1,1,0,0,0,1
2022-12-12,Hospital Angkatan Tentera Terendak,5,1,0,1,0,0,1,0,2
2022-12-12,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-12-12,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",5,1,0,1,0,0,0,2,1
2022-12-12,Hospital Port Dickson,7,2,1,1,1,0,0,0,2
2022-12-12,Hospital Tampin,36,3,5,6,5,4,6,3,4
2022-12-12,Hospital Jelebu,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Jempol,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Rembau,0,0,0,0,0,0,0,0,0
2022-12-12,Tengku Ampuan Afzan Hospital,7,1,2,2,0,0,0,0,2
2022-12-12,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kuala Lipis,7,0,3,0,1,0,1,1,1
2022-12-12,Hospital Raub,8,0,2,0,2,0,1,2,1
2022-12-12,Hospital Bentong,5,0,2,1,1,1,0,0,0
2022-12-12,Hospital Jerantut,6,0,1,1,1,0,0,2,1
2022-12-12,Hospital Jengka,12,2,0,1,4,1,0,3,1
2022-12-12,Hospital Muadzam Shah,24,2,3,3,3,4,3,5,1
2022-12-12,"Hospital Sultan Haji Ahmad Shah, Temerloh",0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Cameron Highlands,30,4,4,6,4,0,7,3,2
2022-12-12,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Universiti Islam Antabangsa (UIA) Kuantan,16,1,3,2,0,2,2,1,5
2022-12-12,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-12-12,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Sungai Bakap,8,1,3,0,0,2,0,1,1
2022-12-12,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Balik Pulau,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Seberang Jaya,6,0,1,2,0,2,1,0,0
2022-12-12,Hospital Kepala Batas,48,6,5,6,4,7,6,6,8
2022-12-12,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-12-12,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Changkat Melintang,16,1,2,2,3,2,3,1,2
2022-12-12,Hospital Grik,14,1,2,1,2,0,5,3,0
2022-12-12,Hospital Kampar,10,3,1,2,2,0,2,0,0
2022-12-12,Hospital Kuala Kangsar,8,2,1,0,1,1,1,2,0
2022-12-12,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-12-12,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Selama,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Seri Manjung,6,1,1,1,2,0,0,1,0
2022-12-12,Hospital Sg. Siput,8,2,1,0,2,0,1,0,2
2022-12-12,Hospital Slim River,7,0,2,2,1,1,0,0,1
2022-12-12,Hospital Tapah,24,6,2,1,5,2,3,2,3
2022-12-12,Hospital Taiping,14,2,3,2,2,1,2,1,1
2022-12-12,Hospital Teluk Intan,5,0,0,1,2,1,0,0,1
2022-12-12,"Hospital Tuanku Fauziah, Kangar",40,11,4,4,5,4,3,7,2
2022-12-12,Putrajaya Hospital,16,4,3,2,1,1,1,4,0
2022-12-12,National Cancer Institute,14,3,0,4,1,2,2,1,1
2022-12-12,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-12-12,"Duchess of Kent Hospital, Sandakan",18,5,1,5,1,1,1,2,2
2022-12-12,Hospital Beaufort,35,7,4,4,2,2,8,1,7
2022-12-12,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kinabatangan,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kota Belud,6,1,0,0,3,2,0,0,0
2022-12-12,Hospital Kota Marudu,6,0,1,1,0,2,0,1,1
2022-12-12,Hospital Kuala Penyu,20,1,2,2,4,5,1,3,2
2022-12-12,Hospital Kudat,28,6,3,3,4,3,5,1,3
2022-12-12,Hospital Lahad Datu,15,1,3,1,2,3,1,1,3
2022-12-12,Hospital Mesra Bukit Padang,21,1,5,3,4,1,2,3,2
2022-12-12,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Semporna,32,2,5,5,2,3,3,5,7
2022-12-12,Hospital Sipitang,8,0,0,0,1,1,3,2,1
2022-12-12,Hospital Tambunan,16,2,2,3,2,0,5,2,0
2022-12-12,Hospital Tawau,12,1,2,1,1,2,2,2,1
2022-12-12,Hospital Tenom,7,2,0,0,1,2,0,0,2
2022-12-12,Hospital Wanita dan Kanak-Kanak Sabah[5],30,2,4,2,4,4,5,2,7
2022-12-12,Sarawak General Hospital,28,4,7,4,0,4,2,4,3
2022-12-12,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Bau,10,2,2,0,0,1,1,3,1
2022-12-12,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Miri,5,0,2,0,1,0,0,0,2
2022-12-12,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Limbang,16,1,5,2,2,0,2,3,1
2022-12-12,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Sentosa,6,0,2,1,1,0,2,0,0
2022-12-12,Hospital Mukah,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Bintulu,7,2,0,0,0,0,0,1,4
2022-12-12,Hospital Betong,6,1,1,0,0,0,0,1,3
2022-12-12,Hospital Serian,10,0,0,2,1,2,1,1,3
2022-12-12,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-12-12,Rajah Charles Brooke Memorial Hospital,8,2,0,2,2,1,1,0,0
2022-12-12,Hospital Kanowit,8,0,0,1,4,0,1,0,2
2022-12-12,Hospital Saratok,24,5,3,1,4,1,3,4,3
2022-12-12,Hospital Dalat,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Shah Alam,16,0,3,2,3,2,3,2,1
2022-12-12,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Banting,18,1,2,4,0,3,3,3,2
2022-12-12,Hospital Kajang,0,0,0,0,0,0,0,0,0
2022-12-12,Hospital Kuala Kubu Baru,5,1,0,0,2,0,1,1,0
2022-12-12,Hospital Selayang,8,0,1,2,1,1,0,2,1
2022-12-12,Hospital Sultan Idris Shah Serdang,56,5,7,6,7,9,2,10,10
2022-12-12,Hospital Sungai Buloh,5,1,2,0,1,0,0,0,1
2022-12-12,Hospital Tanjung Karang,42,9,5,1,4,8,5,2,8
2022-12-12,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",0,0,0,0,0,0,0,0,0
2022-12-12,"Hospital Tengku Ampuan Rahimah, Klang",7,0,1,0,3,0,2,1,0
2022-12-12,Universiti Putra Malaysia Teaching Hospital,77,15,9,12,7,8,13,6,7
2022-12-12,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",20,3,3,2,2,2,5,1,2
2022-12-12,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",12,1,1,3,3,0,2,0,2
2022-12-12,Hospital Dungun,64,9,5,11,6,10,6,10,7
2022-12-12,Hospital Kemaman,10,1,1,0,3,2,1,1,1
2022-12-12,Hospital Besut,18,3,2,6,1,0,1,5,0
2022-12-12,Hospital Hulu Terengganu,21,7,2,1,2,2,3,1,3
2022-12-12,Hospital Setiu,12,1,2,1,0,0,2,6,0
2022-12-13,"Hospital Pakar Sultanah Fatimah, Muar",6,2,0,0,1,1,0,1,1
2022-12-13,"Hospital Sultanah Nora Ismail, Batu Pahat",10,1,1,1,1,1,1,0,4
2022-12-13,"Hospital Enche Besar Hajjah Kalsom, Kluang",8,0,2,1,0,0,0,3,2
2022-12-13,Hospital Segamat,21,4,3,1,3,4,1,2,3
2022-12-13,Hospital Pontian,6,1,1,0,1,2,1,0,0
2022-12-13,Hospital Kota Tinggi,7,0,1,1,2,0,0,2,1
2022-12-13,Hospital Mersing,30,4,1,3,8,3,4,4,3
2022-12-13,Hospital Tangkak,21,2,5,1,2,2,3,3,3
2022-12-13,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",25,5,5,3,2,1,3,5,1
2022-12-13,Sultan Ismail Hospital,16,1,4,0,2,1,4,3,1
2022-12-13,"Hospital Sultanah Aminah, Johor Bahru[2]",16,1,2,4,3,2,2,2,0
2022-12-13,"Sultanah Bahiyah Hospital, Alor Setar",7,2,2,0,1,1,0,1,0
2022-12-13,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-12-13,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-12-13,Kulim Hospital,12,3,2,0,2,2,2,0,1
2022-12-13,Baling Hospital,24,1,2,1,9,5,3,1,2
2022-12-13,Sik Hospital,16,1,1,3,2,7,1,1,0
2022-12-13,Hospital Yan,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Jitra,25,2,2,3,1,3,1,7,6
2022-12-13,Hospital Kuala Nerang,0,0,0,0,0,0,0,0,0
2022-12-13,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Pasir Mas,15,2,2,2,3,2,2,0,2
2022-12-13,Hospital Tumpat,14,2,1,1,3,3,2,2,0
2022-12-13,Hospital Machang,8,3,0,1,1,0,1,0,2
2022-12-13,Hospital Jeli,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Tanah Merah,6,0,0,0,2,2,2,0,0
2022-12-13,"Hospital Tengku Anis, Pasir Putih",5,1,0,2,0,1,0,1,0
2022-12-13,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Kuala Krai,30,5,2,5,1,2,5,5,5
2022-12-13,Hospital Universiti Sains Malaysia (HUSM),7,2,1,0,0,1,1,1,1
2022-12-13,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-12-13,National Heart Institute of Malaysia (IJN),7,1,0,1,2,1,1,1,0
2022-12-13,Hospital Canselor Tuanku Muhriz UKM (HCTM),0,0,0,0,0,0,0,0,0
2022-12-13,University Malaya Medical Centre (UMMC),30,4,4,1,4,5,4,4,4
2022-12-13,Hospital Angkatan Tentera Tuanku Mizan,49,5,9,4,5,11,5,7,3
2022-12-13,Hospital Rehabilitasi Cheras,49,3,5,8,7,8,3,6,9
2022-12-13,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-12-13,Jabatan Kesihatan Labuan,0,0,0,0,0,0,0,0,0
2022-12-13,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Alor Gajah,48,6,7,6,4,5,9,6,5
2022-12-13,Hospital Jasin,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Angkatan Tentera Terendak,15,3,2,2,4,0,2,0,2
2022-12-13,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-12-13,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Port Dickson,8,0,1,4,1,1,1,0,0
2022-12-13,Hospital Tampin,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Jelebu,40,3,5,5,5,10,3,3,6
2022-12-13,Hospital Jempol,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Rembau,28,4,6,4,2,2,3,4,3
2022-12-13,Tengku Ampuan Afzan Hospital,15,3,1,1,2,4,2,0,2
2022-12-13,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Kuala Lipis,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Raub,21,1,2,5,1,3,1,4,4
2022-12-13,Hospital Bentong,28,3,3,3,7,2,5,2,3
2022-12-13,Hospital Jerantut,14,1,4,2,1,2,1,2,1
2022-12-13,Hospital Jengka,21,2,5,3,2,4,2,2,1
2022-12-13,Hospital Muadzam Shah,14,1,1,1,2,3,1,3,2
2022-12-13,"Hospital Sultan Haji Ahmad Shah, Temerloh",18,4,3,4,1,2,1,1,2
2022-12-13,Hospital Cameron Highlands,24,3,2,2,6,2,2,6,1
2022-12-13,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Universiti Islam Antabangsa (UIA) Kuantan,30,2,2,3,8,5,5,2,3
2022-12-13,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-12-13,Penang General Hospital,5,0,1,1,0,1,1,0,1
2022-12-13,Hospital Sungai Bakap,6,1,0,1,1,1,0,1,1
2022-12-13,Hospital Bukit Mertajam,6,1,1,1,0,3,0,0,0
2022-12-13,Hospital Balik Pulau,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Seberang Jaya,16,1,0,4,4,1,3,1,2
2022-12-13,Hospital Kepala Batas,30,5,2,3,3,2,6,5,4
2022-12-13,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-12-13,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Changkat Melintang,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Grik,14,4,2,1,1,4,1,1,0
2022-12-13,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Kuala Kangsar,8,0,1,3,0,0,1,1,2
2022-12-13,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-12-13,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Selama,8,2,1,0,0,3,2,0,0
2022-12-13,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Slim River,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Tapah,15,3,2,4,1,0,0,3,2
2022-12-13,Hospital Taiping,8,1,0,3,0,1,0,1,2
2022-12-13,Hospital Teluk Intan,7,1,0,1,1,0,0,4,0
2022-12-13,"Hospital Tuanku Fauziah, Kangar",16,3,2,3,2,2,0,2,2
2022-12-13,Putrajaya Hospital,8,0,1,2,0,2,0,2,1
2022-12-13,National Cancer Institute,6,0,0,1,3,1,0,1,0
2022-12-13,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",8,1,1,0,1,0,1,4,0
2022-12-13,"Duchess of Kent Hospital, Sandakan",16,4,2,3,1,3,1,1,1
2022-12-13,Hospital Beaufort,24,1,6,1,5,5,2,2,2
2022-12-13,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Kinabatangan,8,1,2,0,0,0,2,2,1
2022-12-13,Hospital Kota Belud,12,0,1,2,2,1,2,2,2
2022-12-13,Hospital Kota Marudu,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Kuala Penyu,7,2,1,0,1,0,0,2,1
2022-12-13,Hospital Kudat,35,2,8,1,2,5,8,1,8
2022-12-13,Hospital Lahad Datu,12,0,1,3,2,2,1,1,2
2022-12-13,Hospital Mesra Bukit Padang,20,6,1,3,2,2,3,0,3
2022-12-13,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Semporna,18,4,2,2,4,4,1,0,1
2022-12-13,Hospital Sipitang,6,0,1,3,0,0,1,1,0
2022-12-13,Hospital Tambunan,28,1,4,1,4,5,3,4,6
2022-12-13,Hospital Tawau,6,0,0,1,1,1,1,0,2
2022-12-13,Hospital Tenom,6,3,1,1,0,1,0,0,0
2022-12-13,Hospital Wanita dan Kanak-Kanak Sabah[5],32,2,2,5,3,5,5,3,7
2022-12-13,Sarawak General Hospital,21,1,2,2,5,3,3,3,2
2022-12-13,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Bau,6,0,1,1,2,0,1,1,0
2022-12-13,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Miri,5,1,2,0,1,0,0,0,1
2022-12-13,Hospital Sarikei,6,1,0,1,1,0,2,1,0
2022-12-13,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Limbang,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Sentosa,5,0,0,0,0,3,2,0,0
2022-12-13,Hospital Mukah,14,1,1,1,0,3,3,4,1
2022-12-13,Hospital Marudi,7,2,1,0,1,1,0,1,1
2022-12-13,Hospital Lundu,5,1,1,0,0,0,3,0,0
2022-12-13,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-12-13,Hospital Serian,5,0,2,0,1,0,2,0,0
2022-12-13,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-12-13,Rajah Charles Brooke Memorial Hospital,24,3,2,6,2,1,4,4,2
2022-12-13,Hospital Kanowit,14,2,3,3,0,3,2,0,1
2022-12-13,Hospital Saratok,16,1,1,4,0,3,4,2,1
2022-12-13,Hospital Dalat,7,0,2,1,0,3,0,1,0
2022-12-13,Hospital Shah Alam,16,2,3,3,1,0,2,0,5
2022-12-13,Hospital Ampang,16,3,2,1,4,1,2,1,2
2022-12-13,Hospital Banting,21,5,1,1,3,5,0,3,3
