,date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
7516,1970-01-01 00:00:00.000000051,Hospital Kuala Nerang,42,2,3,3,6,9,7,9,3
7517,1970-01-01 00:00:00.000000051,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
7518,1970-01-01 00:00:00.000000051,Hospital Pasir Mas,6,2,1,0,1,0,0,2,0
7519,1970-01-01 00:00:00.000000051,Hospital Tumpat,24,2,2,5,3,0,3,4,5
7520,1970-01-01 00:00:00.000000051,Hospital Machang,20,2,3,1,0,4,5,2,3
7521,1970-01-01 00:00:00.000000051,Hospital Jeli,12,1,1,1,5,0,2,2,0
7522,1970-01-01 00:00:00.000000051,Hospital Tanah Merah,5,0,0,1,1,1,0,1,1
7523,1970-01-01 00:00:00.000000051,"Hospital Tengku Anis, Pasir Putih",63,8,8,8,3,12,8,8,8
7524,1970-01-01 00:00:00.000000051,Hospital Gua Musang,64,5,11,7,7,6,8,11,9
7525,1970-01-01 00:00:00.000000051,Hospital Kuala Krai,20,2,2,0,4,4,3,3,2
7526,1970-01-01 00:00:00.000000051,Hospital Universiti Sains Malaysia (HUSM),0,0,0,0,0,0,0,0,0
7527,1970-01-01 00:00:00.000000051,Kuala Lumpur Hospital,6,0,0,0,2,0,0,3,1
7528,1970-01-01 00:00:00.000000051,National Heart Institute of Malaysia (IJN),10,0,1,5,0,1,0,0,3
7529,1970-01-01 00:00:00.000000051,Hospital Canselor Tuanku Muhriz UKM (HCTM),0,0,0,0,0,0,0,0,0
7530,1970-01-01 00:00:00.000000051,University Malaya Medical Centre (UMMC),6,2,1,1,0,1,0,0,1
7531,1970-01-01 00:00:00.000000051,Hospital Angkatan Tentera Tuanku Mizan,0,0,0,0,0,0,0,0,0
7532,1970-01-01 00:00:00.000000051,Hospital Rehabilitasi Cheras,0,0,0,0,0,0,0,0,0
7533,1970-01-01 00:00:00.000000051,Hospital Nukleus Labuan,5,0,0,0,0,1,2,0,2
7534,1970-01-01 00:00:00.000000051,Jabatan Kesihatan Labuan,16,5,3,0,4,0,1,1,2
7535,1970-01-01 00:00:00.000000051,Malacca General Hospital,54,8,7,9,6,8,8,3,5
7536,1970-01-01 00:00:00.000000051,Hospital Alor Gajah,32,3,8,4,6,1,2,7,1
7537,1970-01-01 00:00:00.000000051,Hospital Jasin,42,5,2,7,8,6,5,4,5
7538,1970-01-01 00:00:00.000000051,Hospital Angkatan Tentera Terendak,0,0,0,0,0,0,0,0,0
7539,1970-01-01 00:00:00.000000051,Tuanku Ja'afar Hospital,54,9,7,7,5,5,8,5,8
7540,1970-01-01 00:00:00.000000051,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",5,0,0,1,1,0,3,0,0
7541,1970-01-01 00:00:00.000000051,Hospital Port Dickson,25,6,3,3,1,1,1,6,4
7542,1970-01-01 00:00:00.000000051,Hospital Tampin,80,10,12,9,12,11,5,10,11
7543,1970-01-01 00:00:00.000000051,Hospital Jelebu,0,0,0,0,0,0,0,0,0
7544,1970-01-01 00:00:00.000000051,Hospital Jempol,7,2,0,3,0,0,0,1,1
7545,1970-01-01 00:00:00.000000051,Hospital Rembau,0,0,0,0,0,0,0,0,0
7546,1970-01-01 00:00:00.000000051,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
7547,1970-01-01 00:00:00.000000051,Hospital Pekan,0,0,0,0,0,0,0,0,0
7548,1970-01-01 00:00:00.000000051,Hospital Kuala Lipis,63,9,9,4,10,5,7,9,10
7549,1970-01-01 00:00:00.000000051,Hospital Raub,0,0,0,0,0,0,0,0,0
7550,1970-01-01 00:00:00.000000051,Hospital Bentong,16,4,2,2,2,1,3,2,0
7551,1970-01-01 00:00:00.000000051,Hospital Jerantut,28,3,3,4,3,5,3,6,1
7552,1970-01-01 00:00:00.000000051,Hospital Jengka,0,0,0,0,0,0,0,0,0
7553,1970-01-01 00:00:00.000000051,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
7554,1970-01-01 00:00:00.000000051,"Hospital Sultan Haji Ahmad Shah, Temerloh",6,1,0,2,0,0,1,1,1
7555,1970-01-01 00:00:00.000000051,Hospital Cameron Highlands,8,1,2,2,1,1,0,1,0
7556,1970-01-01 00:00:00.000000051,Hospital Rompin,0,0,0,0,0,0,0,0,0
7557,1970-01-01 00:00:00.000000051,Hospital Universiti Islam Antabangsa (UIA) Kuantan,12,2,1,3,1,1,2,2,0
7558,1970-01-01 00:00:00.000000051,Hospital Bera,10,2,1,2,1,1,2,1,0
7559,1970-01-01 00:00:00.000000051,Penang General Hospital,0,0,0,0,0,0,0,0,0
7560,1970-01-01 00:00:00.000000051,Hospital Sungai Bakap,30,5,6,2,5,2,3,3,4
7561,1970-01-01 00:00:00.000000051,Hospital Bukit Mertajam,42,7,6,6,4,6,5,4,4
7562,1970-01-01 00:00:00.000000051,Hospital Balik Pulau,32,6,3,5,5,2,5,5,1
7563,1970-01-01 00:00:00.000000051,Hospital Seberang Jaya,8,2,1,0,0,2,2,0,1
7564,1970-01-01 00:00:00.000000051,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
7565,1970-01-01 00:00:00.000000051,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
7566,1970-01-01 00:00:00.000000051,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",6,2,1,0,0,0,1,1,1
7567,1970-01-01 00:00:00.000000051,Hospital Changkat Melintang,25,4,2,2,4,4,3,5,1
7568,1970-01-01 00:00:00.000000051,Hospital Grik,7,2,0,0,0,1,2,1,1
7569,1970-01-01 00:00:00.000000051,Hospital Kampar,24,1,4,2,2,7,3,2,3
7570,1970-01-01 00:00:00.000000051,Hospital Kuala Kangsar,24,2,0,2,3,3,6,5,3
7571,1970-01-01 00:00:00.000000051,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
7572,1970-01-01 00:00:00.000000051,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
7573,1970-01-01 00:00:00.000000051,Hospital Selama,24,4,2,2,6,3,0,3,4
7574,1970-01-01 00:00:00.000000051,Hospital Seri Manjung,6,2,0,3,0,0,0,1,0
7575,1970-01-01 00:00:00.000000051,Hospital Sg. Siput,12,3,3,0,1,2,1,2,0
7576,1970-01-01 00:00:00.000000051,Hospital Slim River,35,4,4,3,2,6,5,5,6
7577,1970-01-01 00:00:00.000000051,Hospital Tapah,15,4,1,1,2,1,1,0,5
7578,1970-01-01 00:00:00.000000051,Hospital Taiping,0,0,0,0,0,0,0,0,0
7579,1970-01-01 00:00:00.000000051,Hospital Teluk Intan,7,1,0,2,0,0,3,1,0
7580,1970-01-01 00:00:00.000000051,"Hospital Tuanku Fauziah, Kangar",7,2,0,1,2,0,1,0,1
7581,1970-01-01 00:00:00.000000051,Putrajaya Hospital,6,1,1,0,0,0,0,2,2
7582,1970-01-01 00:00:00.000000051,National Cancer Institute,21,3,0,3,2,1,2,5,5
7583,1970-01-01 00:00:00.000000051,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
7584,1970-01-01 00:00:00.000000051,"Duchess of Kent Hospital, Sandakan",0,0,0,0,0,0,0,0,0
7585,1970-01-01 00:00:00.000000051,Hospital Beaufort,0,0,0,0,0,0,0,0,0
7586,1970-01-01 00:00:00.000000051,Hospital Beluran,49,3,10,6,6,3,7,4,10
7587,1970-01-01 00:00:00.000000051,Hospital Keningau,0,0,0,0,0,0,0,0,0
7588,1970-01-01 00:00:00.000000051,Hospital Kinabatangan,0,0,0,0,0,0,0,0,0
7589,1970-01-01 00:00:00.000000051,Hospital Kota Belud,0,0,0,0,0,0,0,0,0
7590,1970-01-01 00:00:00.000000051,Hospital Kota Marudu,5,1,0,0,1,2,0,1,0
7591,1970-01-01 00:00:00.000000051,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
7592,1970-01-01 00:00:00.000000051,Hospital Kudat,0,0,0,0,0,0,0,0,0
7593,1970-01-01 00:00:00.000000051,Hospital Lahad Datu,0,0,0,0,0,0,0,0,0
7594,1970-01-01 00:00:00.000000051,Hospital Mesra Bukit Padang,16,0,3,4,1,4,2,1,1
7595,1970-01-01 00:00:00.000000051,Hospital Papar,18,0,2,4,4,2,2,3,1
7596,1970-01-01 00:00:00.000000051,Hospital Ranau,0,0,0,0,0,0,0,0,0
7597,1970-01-01 00:00:00.000000051,Hospital Semporna,0,0,0,0,0,0,0,0,0
7598,1970-01-01 00:00:00.000000051,Hospital Sipitang,0,0,0,0,0,0,0,0,0
7599,1970-01-01 00:00:00.000000051,Hospital Tambunan,16,1,1,0,1,5,1,2,5
7600,1970-01-01 00:00:00.000000051,Hospital Tawau,20,1,2,1,2,1,3,5,5
7601,1970-01-01 00:00:00.000000051,Hospital Tenom,0,0,0,0,0,0,0,0,0
7602,1970-01-01 00:00:00.000000051,Hospital Wanita dan Kanak-Kanak Sabah[5],6,1,0,0,1,0,4,0,0
7603,1970-01-01 00:00:00.000000051,Sarawak General Hospital,28,3,2,3,3,8,1,3,5
7604,1970-01-01 00:00:00.000000051,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",5,2,0,1,0,0,1,1,0
7605,1970-01-01 00:00:00.000000051,Hospital Bau,8,2,2,1,1,1,1,0,0
7606,1970-01-01 00:00:00.000000051,Hospital Sibu,0,0,0,0,0,0,0,0,0
7607,1970-01-01 00:00:00.000000051,Hospital Miri,10,2,1,0,2,0,0,2,3
7608,1970-01-01 00:00:00.000000051,Hospital Sarikei,48,8,3,4,1,10,9,8,5
7609,1970-01-01 00:00:00.000000051,Hospital Sri Aman,5,0,0,0,1,0,1,1,2
7610,1970-01-01 00:00:00.000000051,Hospital Limbang,5,2,0,0,0,0,2,1,0
7611,1970-01-01 00:00:00.000000051,Hospital Lawas,30,6,4,4,4,2,4,5,1
7612,1970-01-01 00:00:00.000000051,Hospital Kapit,32,6,3,3,4,4,4,3,5
7613,1970-01-01 00:00:00.000000051,Hospital Sentosa,0,0,0,0,0,0,0,0,0
7614,1970-01-01 00:00:00.000000051,Hospital Mukah,0,0,0,0,0,0,0,0,0
7615,1970-01-01 00:00:00.000000051,Hospital Marudi,30,2,5,3,1,5,6,5,3
7616,1970-01-01 00:00:00.000000051,Hospital Lundu,12,1,0,2,1,1,3,3,1
7617,1970-01-01 00:00:00.000000051,Hospital Bintulu,6,0,0,1,1,2,0,1,1
7618,1970-01-01 00:00:00.000000051,Hospital Betong,0,0,0,0,0,0,0,0,0
7619,1970-01-01 00:00:00.000000051,Hospital Serian,0,0,0,0,0,0,0,0,0
7620,1970-01-01 00:00:00.000000051,Hospital Simunjan,0,0,0,0,0,0,0,0,0
7621,1970-01-01 00:00:00.000000051,Rajah Charles Brooke Memorial Hospital,0,0,0,0,0,0,0,0,0
7622,1970-01-01 00:00:00.000000051,Hospital Kanowit,18,2,4,2,4,3,2,1,0
7623,1970-01-01 00:00:00.000000051,Hospital Saratok,7,1,0,1,1,0,1,2,1
7624,1970-01-01 00:00:00.000000051,Hospital Dalat,0,0,0,0,0,0,0,0,0
7625,1970-01-01 00:00:00.000000051,Hospital Shah Alam,25,4,6,1,4,4,5,1,0
7626,1970-01-01 00:00:00.000000051,Hospital Ampang,24,3,2,3,5,1,4,0,6
7627,1970-01-01 00:00:00.000000051,Hospital Banting,8,2,1,1,1,1,2,0,0
7628,1970-01-01 00:00:00.000000051,Hospital Kajang,5,0,0,0,1,0,1,3,0
7629,1970-01-01 00:00:00.000000051,Hospital Kuala Kubu Baru,10,1,1,1,0,3,3,0,1
7630,1970-01-01 00:00:00.000000051,Hospital Selayang,16,3,2,1,3,3,3,0,1
7631,1970-01-01 00:00:00.000000051,Hospital Sultan Idris Shah Serdang,24,2,3,3,1,3,5,3,4
7632,1970-01-01 00:00:00.000000051,Hospital Sungai Buloh,56,4,9,7,5,4,4,9,14
7633,1970-01-01 00:00:00.000000051,Hospital Tanjung Karang,6,2,0,0,2,0,1,1,0
7634,1970-01-01 00:00:00.000000051,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",24,1,2,3,5,3,6,2,2
7635,1970-01-01 00:00:00.000000051,"Hospital Tengku Ampuan Rahimah, Klang",7,0,0,1,1,0,1,1,3
7636,1970-01-01 00:00:00.000000051,Universiti Putra Malaysia Teaching Hospital,24,3,2,2,3,5,0,4,5
7637,1970-01-01 00:00:00.000000051,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",66,7,9,9,6,13,7,10,5
7638,1970-01-01 00:00:00.000000051,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",30,1,6,6,1,5,3,7,1
7639,1970-01-01 00:00:00.000000051,Hospital Dungun,5,0,1,0,0,3,1,0,0
7640,1970-01-01 00:00:00.000000051,Hospital Kemaman,5,2,0,0,0,1,0,1,1
7641,1970-01-01 00:00:00.000000051,Hospital Besut,0,0,0,0,0,0,0,0,0
7642,1970-01-01 00:00:00.000000051,Hospital Hulu Terengganu,6,0,2,1,0,0,1,1,1
7643,1970-01-01 00:00:00.000000051,Hospital Setiu,7,1,1,3,0,1,0,1,0
7644,1970-01-01 00:00:00.000000052,"Hospital Pakar Sultanah Fatimah, Muar",30,7,5,2,3,6,3,3,1
7645,1970-01-01 00:00:00.000000052,"Hospital Sultanah Nora Ismail, Batu Pahat",21,2,1,4,1,0,3,6,4
7646,1970-01-01 00:00:00.000000052,"Hospital Enche Besar Hajjah Kalsom, Kluang",35,2,3,7,2,3,6,8,4
7647,1970-01-01 00:00:00.000000052,Hospital Segamat,12,0,0,2,4,2,2,1,1
7648,1970-01-01 00:00:00.000000052,Hospital Pontian,21,2,3,5,3,2,2,1,3
7649,1970-01-01 00:00:00.000000052,Hospital Kota Tinggi,0,0,0,0,0,0,0,0,0
7650,1970-01-01 00:00:00.000000052,Hospital Mersing,72,8,8,11,10,9,9,8,9
7651,1970-01-01 00:00:00.000000052,Hospital Tangkak,10,2,0,2,1,1,2,2,0
7652,1970-01-01 00:00:00.000000052,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",5,1,0,0,2,1,0,0,1
7653,1970-01-01 00:00:00.000000052,Sultan Ismail Hospital,16,2,2,1,1,3,2,3,2
7654,1970-01-01 00:00:00.000000052,"Hospital Sultanah Aminah, Johor Bahru[2]",8,3,0,0,1,1,0,2,1
7655,1970-01-01 00:00:00.000000052,"Sultanah Bahiyah Hospital, Alor Setar",6,0,0,0,3,1,1,0,1
7656,1970-01-01 00:00:00.000000052,"Sultan Abdul Halim Hospital, Sungai Petani",8,0,0,0,3,1,2,0,2
7657,1970-01-01 00:00:00.000000052,Pendang Hospital,5,1,1,1,0,1,1,0,0
7658,1970-01-01 00:00:00.000000052,Kulim Hospital,5,0,0,0,1,1,0,2,1
7659,1970-01-01 00:00:00.000000052,Baling Hospital,18,0,0,5,0,4,2,2,5
7660,1970-01-01 00:00:00.000000052,Sik Hospital,16,2,1,3,2,1,1,3,3
7661,1970-01-01 00:00:00.000000052,Hospital Yan,0,0,0,0,0,0,0,0,0
7662,1970-01-01 00:00:00.000000052,Hospital Jitra,6,0,3,0,2,0,0,0,1
7663,1970-01-01 00:00:00.000000052,Hospital Kuala Nerang,32,5,4,1,5,2,1,4,10
7664,1970-01-01 00:00:00.000000052,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
7665,1970-01-01 00:00:00.000000052,Hospital Pasir Mas,0,0,0,0,0,0,0,0,0
7666,1970-01-01 00:00:00.000000052,Hospital Tumpat,5,0,0,2,0,1,0,0,2
7667,1970-01-01 00:00:00.000000052,Hospital Machang,12,1,2,1,2,1,2,2,1
7668,1970-01-01 00:00:00.000000052,Hospital Jeli,0,0,0,0,0,0,0,0,0
7669,1970-01-01 00:00:00.000000052,Hospital Tanah Merah,0,0,0,0,0,0,0,0,0
7670,1970-01-01 00:00:00.000000052,"Hospital Tengku Anis, Pasir Putih",28,0,2,4,10,2,5,2,3
7671,1970-01-01 00:00:00.000000052,Hospital Gua Musang,25,2,0,2,4,6,1,6,4
7672,1970-01-01 00:00:00.000000052,Hospital Kuala Krai,25,2,5,2,3,2,1,7,3
7673,1970-01-01 00:00:00.000000052,Hospital Universiti Sains Malaysia (HUSM),7,0,1,0,3,0,2,1,0
7674,1970-01-01 00:00:00.000000052,Kuala Lumpur Hospital,21,1,2,3,5,1,5,1,3
7675,1970-01-01 00:00:00.000000052,National Heart Institute of Malaysia (IJN),28,1,5,3,1,1,7,6,4
7676,1970-01-01 00:00:00.000000052,Hospital Canselor Tuanku Muhriz UKM (HCTM),8,0,1,1,0,1,1,3,1
7677,1970-01-01 00:00:00.000000052,University Malaya Medical Centre (UMMC),5,0,2,1,0,0,0,0,2
7678,1970-01-01 00:00:00.000000052,Hospital Angkatan Tentera Tuanku Mizan,0,0,0,0,0,0,0,0,0
7679,1970-01-01 00:00:00.000000052,Hospital Rehabilitasi Cheras,28,5,8,1,2,6,1,1,4
7680,1970-01-01 00:00:00.000000052,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
7681,1970-01-01 00:00:00.000000052,Jabatan Kesihatan Labuan,25,7,3,1,0,4,3,1,6
7682,1970-01-01 00:00:00.000000052,Malacca General Hospital,42,3,9,6,6,3,2,5,8
7683,1970-01-01 00:00:00.000000052,Hospital Alor Gajah,20,1,3,2,1,6,1,4,2
7684,1970-01-01 00:00:00.000000052,Hospital Jasin,72,9,9,12,8,6,6,11,11
7685,1970-01-01 00:00:00.000000052,Hospital Angkatan Tentera Terendak,8,0,0,2,2,0,1,1,2
7686,1970-01-01 00:00:00.000000052,Tuanku Ja'afar Hospital,15,0,2,1,0,2,2,2,6
7687,1970-01-01 00:00:00.000000052,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
7688,1970-01-01 00:00:00.000000052,Hospital Port Dickson,40,5,4,4,5,7,4,7,4
7689,1970-01-01 00:00:00.000000052,Hospital Tampin,10,2,1,1,1,2,1,1,1
7690,1970-01-01 00:00:00.000000052,Hospital Jelebu,0,0,0,0,0,0,0,0,0
7691,1970-01-01 00:00:00.000000052,Hospital Jempol,0,0,0,0,0,0,0,0,0
7692,1970-01-01 00:00:00.000000052,Hospital Rembau,0,0,0,0,0,0,0,0,0
7693,1970-01-01 00:00:00.000000052,Tengku Ampuan Afzan Hospital,8,1,0,2,1,1,1,0,2
7694,1970-01-01 00:00:00.000000052,Hospital Pekan,5,1,1,0,0,1,1,1,0
7695,1970-01-01 00:00:00.000000052,Hospital Kuala Lipis,72,8,11,5,13,5,7,12,11
7696,1970-01-01 00:00:00.000000052,Hospital Raub,8,0,1,0,1,1,3,2,0
7697,1970-01-01 00:00:00.000000052,Hospital Bentong,0,0,0,0,0,0,0,0,0
7698,1970-01-01 00:00:00.000000052,Hospital Jerantut,24,2,4,2,3,6,2,2,3
7699,1970-01-01 00:00:00.000000052,Hospital Jengka,0,0,0,0,0,0,0,0,0
7700,1970-01-01 00:00:00.000000052,Hospital Muadzam Shah,5,0,1,0,1,0,0,2,1
7701,1970-01-01 00:00:00.000000052,"Hospital Sultan Haji Ahmad Shah, Temerloh",5,0,1,1,0,0,1,0,2
7702,1970-01-01 00:00:00.000000052,Hospital Cameron Highlands,7,0,0,0,2,1,3,1,0
7703,1970-01-01 00:00:00.000000052,Hospital Rompin,6,1,0,1,1,1,1,1,0
7704,1970-01-01 00:00:00.000000052,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
7705,1970-01-01 00:00:00.000000052,Hospital Bera,0,0,0,0,0,0,0,0,0
7706,1970-01-01 00:00:00.000000052,Penang General Hospital,0,0,0,0,0,0,0,0,0
7707,1970-01-01 00:00:00.000000052,Hospital Sungai Bakap,36,5,8,3,4,6,4,4,2
7708,1970-01-01 00:00:00.000000052,Hospital Bukit Mertajam,21,1,1,2,3,2,1,7,4
7709,1970-01-01 00:00:00.000000052,Hospital Balik Pulau,12,2,1,3,1,1,1,1,2
7710,1970-01-01 00:00:00.000000052,Hospital Seberang Jaya,35,7,3,3,6,4,4,1,7
7711,1970-01-01 00:00:00.000000052,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
7712,1970-01-01 00:00:00.000000052,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
7713,1970-01-01 00:00:00.000000052,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",6,0,0,2,1,0,0,1,2
7714,1970-01-01 00:00:00.000000052,Hospital Changkat Melintang,12,1,1,0,2,5,2,0,1
7715,1970-01-01 00:00:00.000000052,Hospital Grik,16,1,0,4,3,3,0,2,3
7716,1970-01-01 00:00:00.000000052,Hospital Kampar,5,0,0,1,2,0,1,1,0
7717,1970-01-01 00:00:00.000000052,Hospital Kuala Kangsar,0,0,0,0,0,0,0,0,0
7718,1970-01-01 00:00:00.000000052,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
7719,1970-01-01 00:00:00.000000052,"Hospital Raja Permaisuri Bainun, Ipoh",8,0,2,1,0,2,3,0,0
7720,1970-01-01 00:00:00.000000052,Hospital Selama,10,0,3,1,3,1,1,1,0
7721,1970-01-01 00:00:00.000000052,Hospital Seri Manjung,6,0,1,1,2,1,0,1,0
7722,1970-01-01 00:00:00.000000052,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
7723,1970-01-01 00:00:00.000000052,Hospital Slim River,25,2,4,2,5,3,3,2,4
7724,1970-01-01 00:00:00.000000052,Hospital Tapah,0,0,0,0,0,0,0,0,0
7725,1970-01-01 00:00:00.000000052,Hospital Taiping,0,0,0,0,0,0,0,0,0
7726,1970-01-01 00:00:00.000000052,Hospital Teluk Intan,32,3,4,2,5,7,6,2,3
7727,1970-01-01 00:00:00.000000052,"Hospital Tuanku Fauziah, Kangar",0,0,0,0,0,0,0,0,0
7728,1970-01-01 00:00:00.000000052,Putrajaya Hospital,7,0,0,1,0,1,2,1,2
7729,1970-01-01 00:00:00.000000052,National Cancer Institute,42,6,3,4,8,6,3,6,6
7730,1970-01-01 00:00:00.000000052,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
7731,1970-01-01 00:00:00.000000052,"Duchess of Kent Hospital, Sandakan",0,0,0,0,0,0,0,0,0
7732,1970-01-01 00:00:00.000000052,Hospital Beaufort,0,0,0,0,0,0,0,0,0
7733,1970-01-01 00:00:00.000000052,Hospital Beluran,30,4,3,3,2,8,4,5,1
7734,1970-01-01 00:00:00.000000052,Hospital Keningau,7,0,1,1,0,1,2,0,2
7735,1970-01-01 00:00:00.000000052,Hospital Kinabatangan,0,0,0,0,0,0,0,0,0
7736,1970-01-01 00:00:00.000000052,Hospital Kota Belud,24,0,5,5,4,2,3,4,1
7737,1970-01-01 00:00:00.000000052,Hospital Kota Marudu,0,0,0,0,0,0,0,0,0
7738,1970-01-01 00:00:00.000000052,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
7739,1970-01-01 00:00:00.000000052,Hospital Kudat,0,0,0,0,0,0,0,0,0
7740,1970-01-01 00:00:00.000000052,Hospital Lahad Datu,6,0,1,1,0,1,0,1,2
7741,1970-01-01 00:00:00.000000052,Hospital Mesra Bukit Padang,12,5,2,1,1,0,1,1,1
7742,1970-01-01 00:00:00.000000052,Hospital Papar,5,1,0,1,2,0,1,0,0
7743,1970-01-01 00:00:00.000000052,Hospital Ranau,10,2,4,0,1,2,0,0,1
7744,1970-01-01 00:00:00.000000052,Hospital Semporna,0,0,0,0,0,0,0,0,0
7745,1970-01-01 00:00:00.000000052,Hospital Sipitang,0,0,0,0,0,0,0,0,0
7746,1970-01-01 00:00:00.000000052,Hospital Tambunan,16,1,2,4,2,2,4,0,1
7747,1970-01-01 00:00:00.000000052,Hospital Tawau,25,2,2,3,4,4,2,5,3
7748,1970-01-01 00:00:00.000000052,Hospital Tenom,0,0,0,0,0,0,0,0,0
7749,1970-01-01 00:00:00.000000052,Hospital Wanita dan Kanak-Kanak Sabah[5],12,3,0,1,2,3,0,3,0
7750,1970-01-01 00:00:00.000000052,Sarawak General Hospital,36,4,5,4,5,1,4,7,6
7751,1970-01-01 00:00:00.000000052,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
7752,1970-01-01 00:00:00.000000052,Hospital Bau,0,0,0,0,0,0,0,0,0
7753,1970-01-01 00:00:00.000000052,Hospital Sibu,0,0,0,0,0,0,0,0,0
7754,1970-01-01 00:00:00.000000052,Hospital Miri,15,2,2,2,2,1,1,2,3
7755,1970-01-01 00:00:00.000000052,Hospital Sarikei,36,5,4,5,3,5,5,6,3
7756,1970-01-01 00:00:00.000000052,Hospital Sri Aman,6,0,1,2,0,1,0,1,1
7757,1970-01-01 00:00:00.000000052,Hospital Limbang,0,0,0,0,0,0,0,0,0
7758,1970-01-01 00:00:00.000000052,Hospital Lawas,48,3,6,10,4,6,6,6,7
7759,1970-01-01 00:00:00.000000052,Hospital Kapit,42,4,6,5,6,6,5,7,3
7760,1970-01-01 00:00:00.000000052,Hospital Sentosa,5,0,0,0,0,4,0,0,1
7761,1970-01-01 00:00:00.000000052,Hospital Mukah,0,0,0,0,0,0,0,0,0
7762,1970-01-01 00:00:00.000000052,Hospital Marudi,40,4,7,3,5,4,4,5,8
7763,1970-01-01 00:00:00.000000052,Hospital Lundu,6,0,3,1,0,0,0,1,1
7764,1970-01-01 00:00:00.000000052,Hospital Bintulu,10,1,3,2,1,2,0,1,0
7765,1970-01-01 00:00:00.000000052,Hospital Betong,0,0,0,0,0,0,0,0,0
7766,1970-01-01 00:00:00.000000052,Hospital Serian,14,1,0,3,2,2,2,3,1
7767,1970-01-01 00:00:00.000000052,Hospital Simunjan,6,1,0,1,1,1,0,1,1
7768,1970-01-01 00:00:00.000000052,Rajah Charles Brooke Memorial Hospital,24,4,2,7,0,6,1,2,2
7769,1970-01-01 00:00:00.000000052,Hospital Kanowit,24,2,4,2,2,3,3,5,3
7770,1970-01-01 00:00:00.000000052,Hospital Saratok,0,0,0,0,0,0,0,0,0
7771,1970-01-01 00:00:00.000000052,Hospital Dalat,14,3,1,5,1,1,1,1,1
7772,1970-01-01 00:00:00.000000052,Hospital Shah Alam,30,3,3,4,8,6,4,2,0
7773,1970-01-01 00:00:00.000000052,Hospital Ampang,12,1,0,1,3,0,2,3,2
7774,1970-01-01 00:00:00.000000052,Hospital Banting,6,1,0,0,3,1,0,0,1
7775,1970-01-01 00:00:00.000000052,Hospital Kajang,32,2,7,2,5,7,2,4,3
7776,1970-01-01 00:00:00.000000052,Hospital Kuala Kubu Baru,14,2,2,2,2,3,1,1,1
7777,1970-01-01 00:00:00.000000052,Hospital Selayang,0,0,0,0,0,0,0,0,0
7778,1970-01-01 00:00:00.000000052,Hospital Sultan Idris Shah Serdang,0,0,0,0,0,0,0,0,0
7779,1970-01-01 00:00:00.000000052,Hospital Sungai Buloh,45,4,8,4,11,4,7,3,4
7780,1970-01-01 00:00:00.000000052,Hospital Tanjung Karang,18,2,2,2,4,1,4,2,1
7781,1970-01-01 00:00:00.000000052,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",50,7,7,2,10,4,7,7,6
7782,1970-01-01 00:00:00.000000052,"Hospital Tengku Ampuan Rahimah, Klang",0,0,0,0,0,0,0,0,0
7783,1970-01-01 00:00:00.000000052,Universiti Putra Malaysia Teaching Hospital,21,2,3,1,3,3,3,3,3
7784,1970-01-01 00:00:00.000000052,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",40,7,5,5,3,5,8,2,5
7785,1970-01-01 00:00:00.000000052,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",25,4,4,7,1,4,1,3,1
7786,1970-01-01 00:00:00.000000052,Hospital Dungun,5,0,0,0,1,0,0,2,2
